Fid  | Fname                                    | Fgroup           | Fcalorie  | Fcarb    | Fprotein | Ffat     | Fsodium   | Ffiber  | 1 | Fserving   | 10
5011 | Poultry Seasoning                        | Spices and Herbs |      4.61 |     0.98 |     0.14 |     0.11 |      0.41 |    0.17 | 1 | 1 tsp      | 10
5012 | Pumpkin Pie Spice                        | Spices and Herbs |      5.81 |     1.18 |      0.1 |     0.21 |      0.88 |    0.25 | 1 | 1 tsp      | 10
5014 | Rosemary                                 | Spices and Herbs |      0.92 |     0.14 |     0.02 |     0.04 |      0.18 |     0.1 | 1 | 1 tsp      | 10
5015 | Saffron                                  | Spices and Herbs |      2.17 |     0.46 |     0.08 |     0.04 |      1.04 |    0.03 | 1 | 1 tsp      | 10
5016 | Seasoning Mix Dry Chili Original         | Spices and Herbs |     30.15 |     5.09 |     0.97 |     0.66 |    415.44 |    0.97 | 1 |  tbsp      | 10
5017 | Seasoning Mix Dry Taco Original          | Spices and Herbs |     18.35 |     3.31 |     0.26 |        0 |    410.57 |    0.76 | 1 | 2 tsp      | 10
5018 | Spearmint                                | Spices and Herbs |      0.13 |     0.03 |     0.01 |        0 |      0.09 |    0.02 | 1 | 2 leaves   | 10
5019 | Spices Thyme Dried                       | Spices and Herbs |      2.76 |     0.64 |     0.09 |     0.07 |      0.55 |    0.37 | 1 | 1 tsp, lea | 10
5021 | Thyme (Fresh)                            | Spices and Herbs |      0.81 |      0.2 |     0.04 |     0.01 |      0.07 |    0.11 | 1 | 1 tsp      | 10
5023 | White Pepper                             | Spices and Herbs |       7.1 |     1.65 |     0.25 |     0.05 |      0.12 |    0.63 | 1 | 1 tsp, gro | 10
5024 | Yellow Mustard                           | Spices and Herbs |         3 |     0.29 |     0.19 |     0.17 |      55.2 |     0.2 | 1 | 1 tsp or 1 | 10
5025 | 5th Avenue Candy Bar                     | Sweets           |    269.92 |     35.1 |     4.92 |    13.43 |       126 |    1.74 | 1 | 1 bar 2 oz | 10
5026 | Almond Joy Candy Bar                     | Sweets           |    234.71 |    29.16 |     2.02 |     13.2 |     69.58 |    2.45 | 1 | 1 package  | 10
5027 | Almonds Chocolate Covered                | Sweets           |     17.22 |     0.93 |     0.52 |     1.37 |      1.11 |    0.24 | 1 | 1 almond   | 10
5028 | Almonds Sugar-Coated                     | Sweets           |     18.96 |     2.73 |      0.4 |     0.72 |      0.52 |     0.1 | 1 | 1 piece    | 10
5029 | Almonds Yogurt-Covered                   | Sweets           |     22.12 |     1.74 |     0.51 |     1.54 |      2.28 |    0.18 | 1 | 1 almond   | 10
5030 | Baby Ruth                                | Sweets           |       459 |     64.8 |      5.4 |     21.6 |       230 |       2 | 1 | 100 g      | 10
5031 | Baking Chocolate Mexican Squares         | Sweets           |      85.2 |    15.48 |     0.73 |     3.12 |       0.6 |     0.8 | 1 | 1 tablet   | 10
5032 | Baking Chocolate Unsweetened Liquid      | Sweets           |    134.05 |    10.28 |     3.44 |    13.55 |      3.41 |    5.14 | 1 | 1 oz       | 10
5033 | Bean Paste Sweetened                     | Sweets           |      44.4 |    10.02 |     1.24 |     0.07 |      24.8 |    1.06 | 1 | 1 tablespo | 10
5035 | Caramel All Flavors Sugar Free           | Sweets           |     30.24 |     5.11 |     0.14 |     0.99 |     12.32 |    0.04 | 1 | 1 piece    | 10
5037 | Caramel Candy Chocolate Covered          | Sweets           |     37.53 |     6.57 |     0.48 |     1.18 |     18.63 |    0.07 | 1 | 1 piece    | 10
5039 | Caramel With Nuts                        | Sweets           |     24.72 |      4.2 |     0.35 |     0.86 |     13.08 |    0.04 | 1 | 1 piece    | 10
5040 | Caramello Candy Bar                      | Sweets           |     161.7 |    22.33 |     2.17 |     7.42 |      42.7 |    0.42 | 1 | 1 bar 1.25 | 10
5041 | Caramels Chocolate-Flavor Roll           | Sweets           |     25.54 |     5.79 |      0.1 |     0.22 |       2.9 |    0.01 | 1 | 1 piece    | 10
5042 | Carob Unsweetened                        | Sweets           |    153.36 |    15.99 |     2.31 |     8.91 |     30.39 |    1.08 | 1 | 1 oz       | 10
5043 | Cherry Pie Filling                       | Sweets           |     316.8 |    75.66 |     1.58 |     2.24 |    137.28 |    2.38 | 1 | 1 cup      | 10
5046 | Chocolate Candy With Fondant And Caramel | Sweets           |     143.4 |    20.79 |     1.66 |     6.04 |      26.1 |    0.66 | 1 | 1 bar (1.0 | 10
5047 | Chocolate Covered Caramel With Nuts      | Sweets           |      65.8 |     8.49 |     1.33 |     2.94 |     21.84 |     0.6 | 1 | 1 piece    | 10
5048 | Chocolate Dip                            | Sweets           |      77.6 |    13.08 |     0.67 |     2.61 |      59.8 |     0.4 | 1 | 1 tablespo | 10
5049 | Chocolate Mousse                         | Sweets           |      1818 |   129.85 |    33.45 |   129.28 |    307.04 |    4.85 | 1 | 1 recipe y | 10
5050 | Chocolate Sweet Or Dark                  | Sweets           |     42.24 |     4.81 |     0.36 |     2.66 |       1.6 |    0.51 | 1 | 1 miniatur | 10
5051 | Chocolate Sweet Or Dark With Almonds     | Sweets           |    226.73 |    23.16 |     2.69 |    13.86 |      8.61 |    3.16 | 1 | 1 bar      | 10
5052 | Chocolate White With Almonds             | Sweets           |    202.39 |    19.67 |     3.03 |    13.01 |     29.23 |    0.63 | 1 | 1 bar (1.3 | 10
5053 | Chocolate-Flavored Hazelnut Spread       | Sweets           |    199.43 |    23.07 |        2 |       11 |     15.17 |       2 | 1 | 1 serving  | 10
5054 | Chocolate-Flavored Sprinkles             | Sweets           |    899.36 |   117.57 |      3.5 |    52.87 |      7.04 |    5.81 | 1 | 1 cup, cho | 10
5055 | Cocoa Powder                             | Sweets           |    196.08 |    49.79 |    16.86 |    11.78 |     18.06 |   31.82 | 1 | 1 cup      | 10
5056 | Cocoa Powder With Alkali                 | Sweets           |     189.2 |    50.14 |    15.57 |    11.27 |     16.34 |   25.63 | 1 | 1 cup      | 10
5057 | Coconut Candy Chocolate Covered          | Sweets           |     68.04 |      8.2 |     0.64 |     3.72 |      20.3 |    0.52 | 1 | 1 piece (. | 10
5058 | Coconut Candy Puerto Rican Style         | Sweets           |     69.36 |    12.69 |     0.22 |     2.32 |      1.53 |    0.22 | 1 | 1 cubic in | 10
5059 | Coconut Custard Puerto Rican Style       | Sweets           |     690.9 |     98.1 |    20.09 |     25.7 |     328.3 |    0.73 | 1 | 1 cup      | 10
5061 | Confectioners Coating Peanut Butter      | Sweets           |    888.72 |    78.76 |    30.74 |    50.06 |       420 |     8.4 | 1 | 1 cup chip | 10
5063 | Crispy Bar With Peanut Butter Filling    | Sweets           |    227.64 |    23.32 |        4 |    13.16 |    110.88 |    1.39 | 1 | 1 serving  | 10
5066 | Danish Dessert Pudding                   | Sweets           |    400.04 |    102.5 |     0.19 |     0.05 |    126.04 |    0.82 | 1 | 1 cup      | 10
5067 | Dark Chocolate (45-59% Cocoa)            | Sweets           |    155.06 |    17.37 |     1.39 |     8.88 |      6.82 |    1.99 | 1 | 1 oz       | 10
5068 | Dark Chocolate (60-69% Cocoa)            | Sweets           |    164.44 |    14.89 |     1.74 |    10.88 |      2.84 |    2.27 | 1 | 1 oz       | 10
5069 | Dark Chocolate (70-85% Cocoa)            | Sweets           |    169.83 |    13.04 |     2.21 |    12.11 |      5.68 |     3.1 | 1 | 1 oz       | 10
5070 | Dark Chocolate Coated Coffee Beans       | Sweets           |       216 |    23.98 |        3 |       12 |        10 |       3 | 1 | 1 serving  | 10
5071 | Date Candy                               | Sweets           |    106.12 |    16.25 |     1.17 |     5.07 |      5.04 |    1.93 | 1 | 1 oz       | 10
5074 | Desserts Rennin Chocolate Dry Mix        | Sweets           |     32.67 |     8.23 |     0.22 |      0.3 |     16.83 |    0.46 | 1 | 1 tbsp     | 10
5077 | Diplomat Pudding Puerto Rican Style      | Sweets           |    693.76 |   110.03 |    17.48 |    21.86 |     524.8 |    1.54 | 1 | 1 cup      | 10
5084 | Fresh Corn Custard Puerto Rican Style    | Sweets           |    1114.4 |    129.5 |    10.89 |    69.89 |      1792 |    9.24 | 1 | 1 cup      | 10
5085 | Frostings Chocolate Creamy Dry Mix       | Sweets           |   1509.32 |   356.96 |     5.04 |    20.18 |    294.88 |    9.31 | 1 | 1 package  | 10
5086 | Frostings Chocolate Creamy Ready-To-Eat  | Sweets           |    162.77 |    25.91 |     0.45 |     7.22 |     75.03 |    0.37 | 1 | 2 tbsp cre | 10
5087 | Frostings Coconut-Nut Ready-To-Eat       | Sweets           |    164.54 |    20.03 |     0.57 |     9.12 |      60.8 |    0.95 | 1 | 1/12 packa | 10
5089 | Frostings Vanilla Creamy Dry Mix         | Sweets           |    1685.1 |   385.52 |     1.23 |    20.14 |     53.43 |    0.41 | 1 | 1 package  | 10
5092 | Frozen Novelties Fruit And Juice Bars    | Sweets           |     66.99 |    15.55 |     0.92 |     0.08 |      3.08 |    0.77 | 1 | 1 bar (2.5 | 10
5095 | Frozen Novelties Juice Type Orange       | Sweets           |     28.31 |      6.9 |     0.15 |        0 |      2.38 |    0.03 | 1 | 1 fl oz    | 10
5096 | Frozen Yogurts Chocolate                 | Sweets           |    227.94 |    37.58 |     5.22 |     6.26 |    109.62 |       4 | 1 | 1 cup      | 10
5097 | Frozen Yogurts Chocolate Soft-Serve      | Sweets           |     115.2 |    17.93 |     2.88 |     4.32 |     70.56 |    1.58 | 1 | 1/2 cup (4 | 10
5099 | Fruit Butters Apple                      | Sweets           |     29.41 |     7.22 |     0.07 |     0.05 |      2.55 |    0.26 | 1 | 1 tbsp     | 10
5101 | Fruit Sauce                              | Sweets           |     758.2 |   137.43 |      1.5 |    25.36 |      13.6 |    2.04 | 1 | 1 cup      | 10
5104 | Fudge Brown Sugar Penuche                | Sweets           |     87.12 |    17.11 |     0.46 |     2.25 |      70.4 |    0.24 | 1 | 1 piece, 1 | 10
5105 | Fudge Chocolate                          | Sweets           |     90.42 |    16.82 |     0.53 |     2.29 |       9.9 |    0.37 | 1 | 1 piece, 1 | 10
5106 | Fudge Chocolate Chocolate-Coated         | Sweets           |     98.56 |    15.69 |     0.87 |     3.56 |      12.1 |    0.48 | 1 | 1 piece, 1 | 10
5107 | Fudge Chocolate Prepared-From-Recipe     | Sweets           |      69.7 |    13.04 |     0.41 |     1.77 |      7.65 |    0.29 | 1 | 1 piece    | 10
5108 | Fudge Chocolate With Nuts                | Sweets           |    101.42 |    14.94 |     0.96 |     4.16 |      8.58 |    0.55 | 1 | 1 piece, 1 | 10
5109 | Fudge Divinity                           | Sweets           |     47.88 |     9.98 |     0.51 |     0.93 |      7.68 |    0.11 | 1 | 1 piece, 1 | 10
5110 | Fudge Peanut Butter                      | Sweets           |     95.92 |    14.81 |     1.39 |      3.7 |     31.02 |    0.26 | 1 | 1 piece, 1 | 10
5111 | Fudge Peanut Butter Prepared-From-Recipe | Sweets           |     61.92 |    12.44 |      0.6 |     1.05 |     18.88 |    0.11 | 1 | 1 piece    | 10
5112 | Fudge Peanut Butter With Nuts            | Sweets           |     104.5 |    13.56 |     1.71 |     5.07 |     30.14 |    0.42 | 1 | 1 piece, 1 | 10
5114 | Fudge Vanilla With Nuts                  | Sweets           |    123.54 |    21.19 |     0.85 |     3.89 |     11.93 |    0.26 | 1 | 1 oz       | 10
5115 | Fun Fruits Creme Supremes                | Sweets           |     123.5 |    18.03 |     0.96 |     5.47 |     45.76 |    0.03 | 1 | 1 pouch (. | 10
5119 | Gelatin Dessert With Fruit               | Sweets           |       156 |    38.66 |     2.62 |     0.22 |     115.2 |    1.44 | 1 | 1 cup      | 10
5124 | Gelatin Salad With Vegetables            | Sweets           |    123.93 |    29.45 |      2.7 |     0.07 |    575.91 |    0.73 | 1 | 1 cup      | 10
5126 | Guava Paste                              | Sweets           |      56.4 |    14.57 |     0.02 |     0.01 |       0.4 |    0.22 | 1 | 1 tablespo | 10
5127 | Gumdrops Chocolate Covered               | Sweets           |      60.9 |     12.3 |      0.3 |     1.16 |      7.56 |    0.14 | 1 | 1 piece    | 10
5128 | Halavah Plain                            | Sweets           |     133.2 |    17.18 |     3.55 |     6.11 |     55.38 |    1.28 | 1 | 1 oz       | 10
5129 | Halvah Chocolate Covered                 | Sweets           |   1194.02 |   131.84 |    17.89 |    70.94 |     81.72 |    9.53 | 1 | 1 bar (8 o | 10
5130 | Halvah Plain                             | Sweets           |   1184.94 |   130.66 |    18.11 |    72.34 |     43.13 |   10.21 | 1 | 1 bar (8 o | 10
5134 | Haupia                                   | Sweets           |    579.36 |     50.2 |     4.22 |    43.47 |    176.79 |    4.26 | 1 | 1 cup      | 10
5135 | Heath Bites                              | Sweets           |     206.7 |    24.72 |     1.54 |    11.85 |     95.55 |    0.78 | 1 | 15 pieces  | 10
5136 | Hershey Kit Kat Big Kat Bar              | Sweets           |       286 |       35 |     3.43 |    15.31 |      35.2 |    1.04 | 1 | 1 bar 1.94 | 10
5137 | Hersheys Almond Joy Bites                | Sweets           |     225.2 |    23.02 |     2.23 |     13.8 |      15.6 |    1.72 | 1 | 18 pieces  | 10
5138 | Hersheys Golden Almond Solitaires        | Sweets           |    233.29 |    19.21 |     4.91 |    15.22 |     21.32 |     1.8 | 1 | 13 pieces  | 10
5139 | Hersheys Pot Of Gold Almond Bar          | Sweets           |    450.06 |    35.01 |       10 |       30 |     49.92 |    2.96 | 1 | 1 bar 2.8  | 10
5140 | Hersheys Skor Toffee Bar                 | Sweets           |    210.99 |    24.85 |     1.22 |    11.84 |    123.63 |    0.51 | 1 | 1 bar 1.4  | 10
5141 | Honey                                    | Sweets           |   1030.56 |   279.34 |     1.02 |        0 |     13.56 |    0.68 | 1 | 1 cup      | 10
5142 | Ice Creams Breyers 98% Fat Free Vanilla  | Sweets           |     93.16 |    20.75 |     2.24 |      1.5 |     49.64 |    3.67 | 1 | 1 serving  | 10
5143 | Ice Creams Chocolate                     | Sweets           |    125.28 |    16.36 |      2.2 |     6.38 |     44.08 |     0.7 | 1 | 1 individu | 10
5144 | Ice Creams Chocolate Light               | Sweets           |    127.16 |    17.48 |      3.4 |     4.89 |     48.28 |    0.54 | 1 | 1 serving  | 10
5145 | Ice Creams Chocolate Rich                | Sweets           |    371.48 |    29.27 |     6.99 |    25.13 |     84.36 |    1.33 | 1 | 1 cup      | 10
5146 | Ice Creams French Vanilla Soft-Serve     | Sweets           |    190.92 |    19.09 |     3.53 |    11.18 |     52.46 |     0.6 | 1 | 1/2 cup (4 | 10
5147 | Ice Creams Strawberry                    | Sweets           |    111.36 |    16.01 |     1.86 |     4.87 |      34.8 |    0.52 | 1 | 1 individu | 10
5148 | Ice Creams Vanilla                       | Sweets           |    136.62 |    15.58 |     2.31 |     7.26 |      52.8 |    0.46 | 1 | 1 serving  | 10
5149 | Ice Creams Vanilla Fat Free              | Sweets           |     92.46 |    20.14 |        3 |        0 |     64.99 |    0.67 | 1 | 1/2 cup    | 10
5150 | Ice Creams Vanilla Light                 | Sweets           |     136.8 |    22.39 |     3.63 |     3.67 |     56.24 |    0.23 | 1 | 1 serving  | 10
5154 | Jams And Preserves                       | Sweets           |      55.6 |    13.77 |     0.07 |     0.01 |       6.4 |    0.22 | 1 | 1 tbsp     | 10
5155 | Jams And Preserves Apricot               | Sweets           |      48.4 |    12.88 |     0.14 |     0.04 |         8 |    0.06 | 1 | 1 tbsp     | 10
5156 | Jellies                                  | Sweets           |     55.86 |    14.69 |     0.03 |        0 |       6.3 |    0.21 | 1 | 1 serving  | 10
5157 | Jellies Reduced Sugar Home Preserved     | Sweets           |     34.01 |     8.76 |     0.06 |     0.01 |      0.38 |    0.15 | 1 | 1 tbsp     | 10
5160 | Kit Kat Wafer Bar                        | Sweets           |    217.56 |    27.13 |     2.73 |    10.92 |     22.68 |    0.42 | 1 | 1 bar (1.5 | 10
5161 | Krackel Chocolate Bar                    | Sweets           |    214.43 |    26.38 |     2.71 |     10.9 |     80.36 |     0.9 | 1 | 1 bar 1.45 | 10
5162 | Ladoo Round Ball Asian-Indian Dessert    | Sweets           |    252.63 |    29.51 |     4.36 |     13.8 |    106.47 |    2.52 | 1 | 1 ball (1- | 10
5163 | Lemon Pie Filling                        | Sweets           |     917.7 |   183.57 |    12.56 |    17.45 |    204.82 |    1.06 | 1 | 1 cup      | 10
5164 | Lime Souffle                             | Sweets           |     379.2 |    47.95 |    10.58 |    17.36 |     104.4 |    1.56 | 1 | 1 cup      | 10
5166 | M&m Mars Pretzel Chocolate               | Sweets           |     178.8 |    29.18 |        2 |        6 |       190 |       1 | 1 | 1/4 cup    | 10
5167 | Marmalade Orange                         | Sweets           |      49.2 |    13.26 |     0.06 |        0 |      11.2 |    0.14 | 1 | 1 tbsp     | 10
5168 | Mars Snackfood Us 3 Musketeers Bar       | Sweets           |     261.6 |    46.66 |     1.56 |     7.65 |     116.4 |     0.9 | 1 | 1 serving  | 10
5169 | Mars Snackfood Us Cocoavia Chocolate Bar | Sweets           |    118.58 |    13.86 |     1.28 |     6.45 |      1.54 |    1.91 | 1 | 1 serving  | 10
5170 | Mars Snackfood Us Dove Dark Chocolate    | Sweets           |     192.4 |    21.98 |     1.92 |    12.01 |      1.48 |    2.81 | 1 | 1 serving  | 10
5171 | Mars Snackfood Us Dove Milk Chocolate    | Sweets           |    202.02 |    22.12 |      2.2 |    11.74 |     23.31 |    0.89 | 1 | 1 serving  | 10
5172 | Mars Snackfood Us M&Ms Almond Chocolate  | Sweets           |    193.14 |    22.39 |     2.79 |    10.27 |     16.65 |    2.07 | 1 | 1 serving  | 10
5173 | Mars Snackfood Us M&Ms Crispy Chocolate  | Sweets           |    223.25 |    34.03 |     2.01 |     9.08 |     63.92 |    0.94 | 1 | 1 serving  | 10
5174 | Mars Snackfood Us M&Ms Milk Chocolate    | Sweets           |    236.16 |    34.17 |     2.08 |    10.14 |     29.28 |    1.34 | 1 | 1 package  | 10
5175 | Mars Snackfood Us M&Ms Peanut Chocolate  | Sweets           |     278.1 |    32.66 |     5.17 |    14.11 |        27 |       2 | 1 | 1 serving  | 10
5176 | Mars Snackfood Us Mars Almond Bar        | Sweets           |     233.5 |    31.35 |     4.05 |     11.5 |        85 |       1 | 1 | 1 bar (1.7 | 10
5177 | Mars Snackfood Us Milky Way Bar          | Sweets           |    264.48 |    41.28 |     2.33 |     9.99 |     96.86 |    0.58 | 1 | 1 serving  | 10
5178 | Mars Snackfood Us Milky Way Midnight Bar | Sweets           |     221.5 |    35.61 |      1.6 |     8.75 |        84 |    1.45 | 1 | 1 serving  | 10
5179 | Mars Snackfood Us Snickers Almond Bar    | Sweets           |       236 |    32.34 |      2.7 |     11.2 |        78 |     1.3 | 1 | 1 serving  | 10
5180 | Mars Snackfood Us Snickers Bar           | Sweets           |    279.87 |    35.06 |     4.29 |    13.59 |    136.23 |    1.31 | 1 | 1 bar (2 o | 10
5181 | Mars Snackfood Us Snickers Cruncher      | Sweets           |    229.36 |    29.54 |     3.22 |    11.46 |     88.83 |    0.89 | 1 | 1 serving  | 10
5182 | Mars Snackfood Us Snickers Munch Bar     | Sweets           |     214.4 |    17.46 |      6.1 |    14.49 |     143.2 |    1.88 | 1 | 1 serving  | 10
5183 | Marshmallow Candy-Coated                 | Sweets           |     48.02 |    12.32 |     0.16 |     0.02 |      7.28 |    0.01 | 1 | 1 piece    | 10
5184 | Marshmallow Chocolate Covered            | Sweets           |     41.25 |     8.25 |     0.27 |     1.14 |      6.71 |    0.19 | 1 | 1 piece    | 10
5185 | Marshmallow Coconut-Coated               | Sweets           |      33.2 |     7.22 |     0.24 |     0.55 |      11.2 |    0.08 | 1 | 1 piece    | 10
5186 | Marshmallows                             | Sweets           |       159 |    40.65 |      0.9 |      0.1 |        40 |    0.05 | 1 | 1 cup of m | 10
5188 | Milk Chocolate                           | Sweets           |     37.45 |     4.16 |     0.54 |     2.08 |      5.53 |    0.24 | 1 | 1 bar, min | 10
5189 | Milk Chocolate Candy With Fruit And Nuts | Sweets           |     50.16 |      6.6 |     0.83 |     2.68 |      5.17 |    0.47 | 1 | 1 piece    | 10
5190 | Milk Chocolate Coated Coffee Beans       | Sweets           |    155.92 |    15.69 |      2.1 |     9.42 |     19.88 |    1.62 | 1 | 1 oz       | 10
5191 | Milk Chocolate Coated Peanuts            | Sweets           |    773.31 |    74.05 |    19.52 |    49.91 |     61.09 |       7 | 1 | 1 cup      | 10
5192 | Milk Chocolate With Almonds              | Sweets           |    215.66 |    21.89 |     3.69 |     14.1 |     30.34 |    2.54 | 1 | 1 bar (1.4 | 10
5193 | Milk Chocolate With Rice Cereal          | Sweets           |     204.4 |    23.87 |     3.06 |    11.75 |      34.4 |    1.32 | 1 | 1 bar (1.4 | 10
5195 | Mounds Candy Bar                         | Sweets           |     93.67 |    11.19 |     0.87 |     5.05 |     27.55 |     0.7 | 1 | 1 bar snac | 10
5196 | Mousse Chocolate                         | Sweets           |     355.3 |    27.61 |     7.33 |    25.45 |      64.6 |    1.02 | 1 | 1 cup      | 10
5197 | Mousse Not Chocolate                     | Sweets           |     351.9 |     28.7 |     3.06 |    26.21 |      64.6 |    1.36 | 1 | 1 cup      | 10
5198 | Mr. Goodbar Chocolate Bar                | Sweets           |    263.62 |    26.63 |     5.01 |    16.27 |     20.09 |    1.86 | 1 | 1 bar (1.7 | 10
5199 | Nestle 100 Grand Bar                     | Sweets           |    201.24 |    30.52 |     1.07 |     8.31 |     87.29 |    0.43 | 1 | 1 bar (1.5 | 10
5200 | Nestle After Eight Mints                 | Sweets           |    181.44 |     33.4 |      0.7 |        5 |      0.42 |    1.01 | 1 | 1 serving  | 10
5201 | Nestle Baby Ruth Bar                     | Sweets           |       285 |    38.88 |     3.24 |    12.96 |       138 |     1.2 | 1 | 1 serving  | 10
5202 | Nestle Bit-O-Honey Candy Chews           | Sweets           |     155.2 |    32.36 |      0.8 |        3 |       118 |    0.08 | 1 | 1 serving  | 10
5203 | Nestle Butterfinger Bar                  | Sweets           |     275.4 |    43.74 |     3.24 |    11.34 |       138 |     1.2 | 1 | 1 serving  | 10
5204 | Nestle Butterfinger Crisp                | Sweets           |       279 |    41.07 |        4 |       11 |       7.8 |    1.02 | 1 | 1 piece    | 10
5205 | Nestle Chunky Bar                        | Sweets           |     207.6 |    24.16 |        3 |       11 |      15.2 |       1 | 1 | 1 serving  | 10
5206 | Nestle Crunch Bar And Dessert Topping    | Sweets           |       220 |    29.48 |      2.2 |    11.44 |        66 |    0.84 | 1 | 1 bar 1.55 | 10
5207 | Nestle Goobers Chocolate Covered Peanuts | Sweets           |    199.68 |    20.67 |     3.78 |    13.26 |     14.04 |    3.78 | 1 | 1 package  | 10
5208 | Nestle Oh Henry! Bar                     | Sweets           |    263.34 |    37.34 |     4.39 |    13.11 |    110.01 |    1.08 | 1 | 1 bar 2 oz | 10
5209 | Noodle Pudding With Milk                 | Sweets           |    370.08 |    62.28 |     8.87 |    10.21 |     87.84 |    1.73 | 1 | 1 cup      | 10
5210 | Nougat Chocolate Covered                 | Sweets           |    231.08 |    44.07 |     2.41 |     5.04 |     24.38 |    1.75 | 1 | 1 bar (1.8 | 10
5211 | Nougat With Almonds                      | Sweets           |     55.72 |    12.93 |     0.47 |     0.23 |      4.62 |    0.46 | 1 | 1 piece    | 10
5212 | Nuts Carob-Coated                        | Sweets           |    156.52 |    10.32 |     4.45 |    11.51 |     17.64 |    1.82 | 1 | 1 oz       | 10
5213 | Peanut Bar                               | Sweets           |    148.25 |    13.46 |      4.4 |     9.57 |      44.3 |    1.16 | 1 | 1 oz       | 10
5214 | Peanut Bar Chocolate Covered Candy       | Sweets           |    299.82 |    29.14 |     7.45 |     18.5 |     75.24 |    2.22 | 1 | 1 bar (2 o | 10
5215 | Peanut Brittle Prepared-From-Recipe      | Sweets           |    138.02 |    20.23 |     2.15 |     5.39 |    126.38 |    0.71 | 1 | 1 oz       | 10
5216 | Peanut Butter Chocolate Covered          | Sweets           |    174.42 |    19.92 |     3.55 |     9.64 |     60.18 |    0.99 | 1 | 1 piece    | 10
5217 | Peanuts Yogurt Covered                   | Sweets           |     10.84 |     0.85 |      0.3 |     0.74 |      1.12 |    0.08 | 1 | 1 piece    | 10
5218 | Pectin Unsweetened Dry Mix               | Sweets           |     162.5 |     45.2 |     0.15 |     0.15 |       100 |     4.3 | 1 | 1 package  | 10
5219 | Pie Fillings Apple Canned                | Sweets           |        74 |    19.31 |     0.07 |     0.07 |     34.78 |    0.74 | 1 | 1/8 can    | 10
5220 | Pie Fillings Blueberry Canned            | Sweets           |    273.31 |    67.01 |     0.62 |      0.3 |     18.12 |    3.93 | 1 | 1 serving  | 10
5221 | Pie Fillings Canned Cherry               | Sweets           |      85.1 |    20.72 |     0.27 |     0.05 |     13.32 |    0.44 | 1 | 1/8 can    | 10
5222 | Pie Fillings Cherry Low Calorie          | Sweets           |     45.05 |    10.18 |      0.7 |     0.14 |      10.2 |    1.02 | 1 | 1 serving  | 10
5223 | Pineapple Candy Puerto Rican Style       | Sweets           |    763.28 |    197.5 |     1.51 |     0.32 |      4.64 |    2.78 | 1 | 1 cup      | 10
5224 | Pineapple Custard Puerto Rican Style     | Sweets           |       403 |     61.7 |    14.82 |       11 |     163.8 |    0.26 | 1 | 1 cup      | 10
5225 | Planters Peanut Bar                      | Sweets           |      81.6 |     8.13 |      2.6 |     4.87 |     29.76 |    0.88 | 1 | 1 piece    | 10
5226 | Praline Prepared-From-Recipe             | Sweets           |    189.15 |    23.24 |     1.29 |     10.1 |     18.72 |    1.36 | 1 | 1 piece    | 10
5227 | Pralines                                 | Sweets           |     83.16 |    16.33 |     0.44 |     2.14 |      67.2 |    0.23 | 1 | 1 cubic in | 10
5228 | Pudding Bread                            | Sweets           |       310 |    47.04 |    10.94 |     9.48 |       432 |       2 | 1 | 1 cup      | 10
5229 | Pudding Coconut                          | Sweets           |    283.05 |    44.29 |     7.37 |     8.75 |     453.9 |    1.27 | 1 | 1 cup      | 10
5230 | Pudding Cornmeal Milk And Molasses       | Sweets           |    315.21 |     50.2 |     9.72 |     8.46 |    447.93 |    0.71 | 1 | 1 cup      | 10
5231 | Pudding Mexican Bread                    | Sweets           |     571.2 |     83.6 |    10.32 |    23.46 |    471.24 |    2.65 | 1 | 1 cup      | 10
5232 | Pudding Mexican Bread Low Fat            | Sweets           |       695 |   125.85 |    18.68 |    14.72 |       870 |    4.75 | 1 | 1 cup      | 10
5233 | Pudding Pumpkin                          | Sweets           |    262.35 |    44.65 |     3.21 |     8.14 |    267.65 |     0.8 | 1 | 1 cup      | 10
5234 | Pudding Rice Flour And Nuts              | Sweets           |       355 |    63.25 |     8.72 |      7.8 |        85 |    0.75 | 1 | 1 cup      | 10
5235 | Pudding Tapioca Chocolate Made With Milk | Sweets           |     184.8 |    35.18 |     5.92 |     3.78 |    249.15 |    1.82 | 1 | 1 cup      | 10
5236 | Pudding With Fruit And Vanilla Wafers    | Sweets           |    278.63 |    49.33 |     6.08 |     7.18 |    230.01 |    1.68 | 1 | 1 cup      | 10
5239 | Puddings Chocolate Dry Mix Instant       | Sweets           |    374.22 |    87.02 |     2.28 |     1.88 |   1753.29 |    3.56 | 1 | 1 package  | 10
5240 | Puddings Chocolate Dry Mix Regular       | Sweets           |    358.38 |    88.41 |     2.57 |     2.08 |    474.21 |    4.46 | 1 | 1 package  | 10
5242 | Puddings Chocolate Ready-To-Eat Fat Free | Sweets           |    105.09 |    23.58 |     2.18 |     0.34 |    174.02 |    0.34 | 1 | 1 serving  | 10
5243 | Puddings Coconut Cream Dry Mix Instant   | Sweets           |    410.85 |    82.67 |     0.89 |      9.9 |    1029.6 |    3.96 | 1 | 1 package  | 10
5244 | Puddings Coconut Cream Dry Mix Regular   | Sweets           |    381.92 |    72.02 |     0.88 |       10 |    600.16 |    1.41 | 1 | 1 package  | 10
